facility_id,callsign,frequency_khz,lat,lon,state,country,city,erp_kw,service_code
BR_306109,ZYL240,620.0,-19.483333,-46.533333,-,BR,IBIA,1.0,AM
BR_306118,ZYK-315,620.0,-27.366667,-53.75,-,BR,TEN PORTELA,5.0,AM
BR_306116,ZYJ-779,620.0,-27.2,-49.633333,-,BR,RIO DO SUL,5.0,AM
BR_306113,ZYK-270,620.0,-31.733333,-52.383333,-,BR,PELOTAS,10.0,AM
BR_306106,-,620.0,-11.083333,-43.15,-,BR,BARRA BA,1.0,AM
BR_306111,ZYH-293,620.0,-7.266667,-64.8,-,BR,LABREA,1.0,AM
BR_306105,-,620.0,-1.0,-63.0,-,BR,BARCELOS,10.0,AM
BR_306114,ZYH-777,620.0,-17.283333,-48.283333,-,BR,PIRES DO RIO,1.0,AM
CI_306119,CC 62,620.0,-36.85,-73.016667,-,CI,CONCEPCION,10.0,AM
CI_306120,CA 62,620.0,-30.616667,-71.316667,-,CI,OVALLE,1.0,AM
CO_306121,HJEL,620.0,3.5,-76.6,-,CO,CALI 17,10.0,AM
EC_306125,HCXY1,620.0,-4.000833,-79.166667,-,EC,LOJA,100.0,AM
PA_306133,ZP 40,620.0,-24.583333,-56.416667,-,PA,S ESTANISLAO,5.0,AM
PE_306135,OCY4A,620.0,-13.166667,-76.5,-,PE,ESTRELLA SUR,10.0,AM
PE_306134,OAX2M,620.0,-8.15,-79.0,-,PE,CHEPEN,0.4,AM
VE_306136,YVNO,620.0,10.4,-71.466667,-,VE,CABIMAS,50.0,AM
NI_306131,YNGR1,620.0,12.2,-85.916667,-,NI,VOZ NICARAGU,50.0,AM
HN_306128,HRLP 17,620.0,15.5,-88.016667,-,HN,S PEDRO SULA,1.0,AM
HN_306127,HRDP 5,620.0,14.583333,-87.816667,-,HN,LA ESPERANZA,1.0,AM
AG_306104,ABS,620.0,17.15,-61.816667,-,AG,ANTIGUA BC,5.0,AM
MX_1245260,XEBU,620.0,28.630472,-105.966583,CH,MX,EJIDO ROBINSON,0.3,AM
MX_495311,XEKX,620.0,19.560833,-88.042778,QR,MX,FELIPE CARRILLO PUER,0.5,AM
BL-19950508AB,KIAM,630.0,64.478139,-149.0885,AK,US,NENANA,10.0,AM
BMML-20100406ADE,KJNO,630.0,58.329389,-134.473167,AK,US,JUNEAU,5.0,AM
BL-20060831ACI,WAVU,630.0,34.238694,-86.166361,AL,US,ALBERTVILLE,1.0,AM
BL-3074,KVMA,630.0,33.299861,-93.232667,AR,US,MAGNOLIA,1.0,AM
BL-19821123AE,KHOW,630.0,39.909972,-104.914417,CO,US,DENVER,5.0,AM
BMML-20180409ABG,WSBN,630.0,39.134,-77.303583,DC,US,WASHINGTON,10.0,AM
BL-20100503ADN,WNEG,630.0,34.567889,-83.323778,GA,US,TOCCOA,5.0,AM
BML-20210224AAG,KICH,630.0,13.448056,144.756111,GU,US,AGANA,10.0,AM
0000234992,KFXD,630.0,43.515639,-116.333639,ID,US,BOISE,5.0,AM
BL-19810109AA,WLAP,630.0,38.123694,-84.445778,KY,US,LEXINGTON,5.0,AM
BMML-20170208AIE,WREY,630.0,44.866917,-92.900778,MN,US,ST. PAUL,3.0,AM
BML-20130725AFO,KYFI,630.0,38.671722,-90.114556,MO,US,ST.,5.0,AM
BL-19900907AD,WAIZ,630.0,35.722917,-81.277861,NC,US,HICKORY,1.0,AM
BL-20030724AGW,WMFD,630.0,34.272111,-77.974167,NC,US,WILMINGTON,0.8,AM
BML-20111011AOK,KPLY,630.0,39.573528,-119.847694,NV,US,RENO,5.0,AM
BL-19871210AF,KWRO,630.0,43.171222,-124.199556,OR,US,COQUILLE,5.0,AM
BL-20021004ADJ,WEJL,630.0,41.409528,-75.666583,PA,US,SCRANTON,2.0,AM
BL-20120501AFI,WUNO,630.0,18.431081,-66.272408,PR,US,SAN JUAN,5.0,AM
BL-19801215AH,WPRO,630.0,41.774556,-71.322556,RI,US,PROVIDENCE,5.0,AM
BL-19920713AA,KSLR,630.0,29.391611,-98.350278,TX,US,SAN ANTONIO,5.0,AM
BMML-20160224ABI,KCIS,630.0,47.768167,-122.353194,WA,US,EDMONDS,5.0,AM
BL-19981014AF,KTRW,630.0,47.6085,-117.374667,WA,US,OPPORTUNITY,0.53,AM
0000277552,KTRW,630.0,47.608278,-117.373361,WA,US,OPPORTUNITY,0.62,AM
BL-19871127AC,WJAW,630.0,39.395083,-81.230111,WV,US,ST. MARYS,1.0,AM
CA_314795,CHED,630.0,53.3995,-113.397111,AB,CA,EDMONTON,50.0,AM
CA_1225318,NEW630,630.0,49.84775,-119.466194,BC,CA,KELOWNA,5.0,AM
CA_495452,CKRC,630.0,49.764167,-97.132806,MB,CA,WINNIPEG,10.0,AM
CA_314796,CKRC,630.0,49.764167,-97.132806,MB,CA,WINNIPEG,10.0,AM
CA_612592,CFCO,630.0,42.334194,-82.281278,ON,CA,CHATHAM,10.0,AM
CA_314799,CJET,630.0,44.842,-75.978583,ON,CA,SMITHS FALLS,10.0,AM
CA_314798,CFBK,630.0,45.293917,-79.205639,ON,CA,HUNTSVILLE,1.0,AM
CA_1632518,CFCY,630.0,46.247583,-63.192944,PE,CA,CHARLOTTETOWN,10.0,AM
CA_314801,CFCY,630.0,46.247583,-63.193778,PE,CA,CHARLOTTETOWN,10.0,AM
CA_495454,CHLT,630.0,45.304472,-71.865917,QC,CA,SHERBROOKE,10.0,AM
CA_314802,CHLT,630.0,45.304472,-71.865917,QC,CA,SHERBROOKE,10.0,AM
CA_1598191,CHLT,630.0,45.304472,-71.865361,QC,CA,SHERBROOKE,10.0,AM
MX_307949,XETS,630.0,14.916944,-92.275833,CS,MX,TAPACHULA,3.0,AM
MX_406793,XETS1,630.0,14.916944,-92.275833,CS,MX,TAPACHULA,5.0,AM
MX_1814734,XENVO1,630.0,17.565278,-101.345,GR,MX,SAN JERONIMITO,5.0,AM
MX_307951,XEACA,630.0,16.860833,-99.884167,GR,MX,ACAPULCO,5.0,AM
MX_1825850,XEPBGJ,630.0,20.700639,-103.390972,JA,MX,GUADALAJARA,10.0,AM
MX_307953,XEJB,630.0,20.697306,-103.392083,JA,MX,GUADALAJARA,10.0,AM
MX_1691195,XEJB,630.0,20.702028,-103.390417,JA,MX,GUADALAJARA,10.0,AM
MX_1756572,XEJB,630.0,20.67675,-103.342333,JA,MX,GUADALAJARA,10.0,AM
0000246075,XEFB,630.0,25.646889,-100.312972,NL,MX,MONTERREY,10.0,AM
MX_307954,XEFB,630.0,25.713111,-100.198083,NL,MX,MONTERREY,10.0,AM
MX_1289670,XECCQ,630.0,21.162361,-86.851611,QR,MX,CANCUN,0.5,AM
MX_1442385,XECCQ,630.0,21.161528,-86.851889,QR,MX,CANCUN,0.5,AM
MX_307955,XECCQ,630.0,21.155972,-86.825222,QR,MX,CANCUN,0.5,AM
MX_307956,XETK,630.0,23.217778,-106.384444,SI,MX,MAZATLAN,4.0,AM
MX_307960,XEFX,630.0,27.894611,-110.912222,SO,MX,GUAYMAS,1.0,AM
MX_307958,XE,630.0,30.964556,-110.338139,SO,MX,CANANEA,0.75,AM
MX_1744723,XEFX,630.0,27.894611,-110.909722,SO,MX,GUAYMAS,1.0,AM
MX_307964,XE,630.0,32.480056,-114.774111,SO,MX,SAN LUIS RIO COLORAD,1.4,AM
MX_307965,XEERO,630.0,22.533722,-98.125111,TA,MX,ESTEROS,1.0,AM
MX_307967,XEFU,630.0,18.358333,-95.814722,VC,MX,COSAMALOAPAN,5.0,AM
MX_406833,XEFU1,630.0,18.358333,-95.814722,VC,MX,COSAMALOAPAN,10.0,AM
CU_306167,CMOA,630.0,21.700472,-82.749667,-,CU,ISLA JUVENTU,10.0,AM
CU_306166,CMHA,630.0,21.383806,-77.982778,-,CU,CAMAGUEY,30.0,AM
DO_306168,HIAF,630.0,19.866667,-71.633333,-,DO,R MONTECRIST,1.0,AM
ES_306174,YSLN,630.0,13.716667,-89.25,-,ES,SAN SALVADOR,10.0,AM
PM_306171,HOJ 35,630.0,7.955556,-80.433889,-,PM,RAD PROVINCI,1.0,AM
AR_306138,LS5,630.0,-34.633333,-58.466667,-,AR,R RIVADAVIA,25.0,AM
AR_306139,LRF399,630.0,-43.3,-65.1,-,AR,RAWSON,25.0,AM
AR_306137,LRK396,630.0,-27.683333,-67.6,-,AR,FIAMBALA,25.0,AM
AR_306140,LRF373,630.0,-63.4,-57.0,RG,AR,BASE ESPERAN,25.0,AM
BR_306149,-,630.0,-8.166667,-70.35,-,BR,FEIJO,10.0,AM
BR_306148,ZYJ284,630.0,-25.45,-49.266667,-,BR,CURITIBA,20.0,AM
BR_306158,ZYK-289,630.0,-29.7,-53.833333,-,BR,SANTA MARIA,5.0,AM
BR_306152,ZYH422,630.0,-0.05,-51.066667,-,BR,MACAPA,25.0,AM
BR_306157,ZYK-302,630.0,-26.383333,-52.833333,-,BR,S L DOESTE,1.0,AM
BR_306144,ZYH-636,630.0,-7.066667,-40.366667,-,BR,CAMPOS SALES,1.0,AM
BR_306146,ZYN603,630.0,-20.45,-54.616667,-,BR,CP GRANDE,10.0,AM
BR_306159,ZYL-299,630.0,-19.75,-47.933333,-,BR,UBERABA,1.0,AM
BR_306154,ZYK-613,630.0,-20.8,-49.533333,-,BR,MIRASSOL,1.0,AM
BR_306147,ZYI-384,630.0,-15.616667,-56.1,-,BR,CUIABA,10.0,AM
BR_306143,-,630.0,-4.25,-42.3,-,BR,BARRAS,1.0,AM
BR_306141,ZYJ-920,630.0,-10.916667,-37.05,-,BR,ARACAJU,50.0,AM
BR_306155,ZYK-635,630.0,-22.15,-51.4,-,BR,P PRUDENTE,5.0,AM
BR_306156,ZYJ-466,630.0,-22.916667,-43.216667,-,BR,RIO DE JANEI,25.0,AM
BR_306151,ZYK259,630.0,-28.183333,-51.533333,-,BR,LAGOA VERMEL,1.0,AM
BR_306153,-,630.0,-24.55,-54.05,ON,BR,MARECHAL CAN,5.0,AM
BR_306142,-,630.0,-7.516667,-45.133333,RO,BR,BAIXA GRANDE,1.0,AM
CI_306164,CB 63,630.0,-33.066667,-71.616667,-,CI,VALPARAISO,10.0,AM
CO_306165,HJFD,630.0,5.1,-75.5,-,CO,MANIZALES 4,20.0,AM
EC_306169,HCHA2,630.0,-1.016667,-79.633333,-,EC,QUEVEDO,5.0,AM
PA_306172,ZP50,630.0,-20.516667,-62.366667,-,PA,EUGENIO A GA,2.5,AM
PE_306173,OAX1T,630.0,-5.683611,-78.752778,-,PE,NACIONAL PIU,50.0,AM
VE_306178,YVKA,630.0,10.45,-66.95,-,VE,CARACAS,50.0,AM
VE_306179,YVJA,630.0,7.833333,-67.416667,-,VE,SAN FERNANDO,10.0,AM
HN_306170,HRLP 7,630.0,15.75,-86.833333,-,HN,LA CEIBA,1.0,AM
BL-19990312DC,KSLR,630.0,29.530778,-98.120556,TX,US,SAN ANTONIO,4.3,AM
CA_495453,CKRC,630.0,49.764167,-97.132806,MB,CA,WINNIPEG,10.0,AM
CA_314800,CJET,630.0,44.842,-75.978583,ON,CA,SMITHS FALLS,10.0,AM
MX_495312,XEJB,630.0,20.697306,-103.392083,JA,MX,GUADALAJARA,1.0,AM
MX_495313,XETK,630.0,23.217778,-106.384444,SI,MX,MAZATLAN,0.5,AM
CA_307532,CBN,640.0,47.502722,-52.800972,NF,CA,ST. JOHN'S,10.0,AM
CA_495455,CFMJ,640.0,43.179222,-79.433111,ON,CA,RICHMOND HILL,50.0,AM
0000252330,KYUK,640.0,60.782417,-161.885722,AK,US,BETHEL,10.0,AM
BL-20081001AVI,KFI,640.0,33.879722,-118.013944,CA,US,LOS ANGELES,50.0,AM
BMML-20170602ABP,WMEN,640.0,26.755333,-80.366444,FL,US,ROYAL PALM BEACH,7.5,AM
BL-20030804AFN,WVLG,640.0,28.904694,-81.959806,FL,US,WILDWOOD,0.93,AM
BL-19880302AA,WBIN,640.0,33.762056,-84.457972,GA,US,ATLANTA,50.0,AM
BL-19860311AB,WOI,640.0,41.992778,-93.691056,IA,US,AMES,5.0,AM
BMML-20171013AHI,WMFN,640.0,41.301139,-87.835333,IL,US,PEOTONE,4.4,AM
BL-19860401AB,KTIB,640.0,29.851583,-90.913417,LA,US,THIBODAUX,5.0,AM
BML-20100820ABW,WNNZ,640.0,42.179528,-72.750917,MA,US,WESTFIELD,50.0,AM
BL-19860127AD,WFNC,640.0,35.079611,-78.932528,NC,US,FAYETTEVILLE,10.0,AM
BML-20201112AAP,WWJZ,640.0,39.997056,-74.719333,NJ,US,MOUNT HOLLY,50.0,AM
BL-19850731AI,WHLO,640.0,41.079778,-81.645667,OH,US,AKRON,5.0,AM
BL-19991123AFU,KWPN,640.0,35.289222,-97.502528,OK,US,MOORE,5.0,AM
BL-19930512AC,WXSM,640.0,36.522056,-82.423472,TN,US,BLOUNTVILLE,10.0,AM
0000218532,WCRV,640.0,34.993056,-89.899444,TN,US,COLLIERVILLE,50.0,AM
CA_314803,NEW,640.0,49.466639,-117.284417,BC,CA,NELSON,10.0,AM
0000270099,CFIQ,640.0,43.179167,-79.433056,ON,CA,RICHMOND HILL,50.0,AM
CA_314805,CFOB,640.0,48.602722,-93.447917,ON,CA,FORT FRANCES,1.0,AM
MX_1132564,XETAM,640.0,23.702306,-99.112972,-,MX,SANTA ELENA,5.0,AM
MX_1832313,XELOVE,640.0,31.743333,-106.482222,CH,MX,JAUREZ,10.0,AM
MX_1131994,XEHHI,640.0,26.951333,-105.718472,CH,MX,HIDALGO DEL PARRAL,25.0,AM
MX_1648274,XEJUA,640.0,31.743444,-106.482778,CH,MX,CD.JUAREZ,10.0,AM
MX_307970,XEJUA,640.0,31.743444,-106.482778,CH,MX,CD.JUAREZ,0.5,AM
MX_307972,XEHHI,640.0,26.925222,-105.667083,CH,MX,HIDALGO DEL PARRAL,10.0,AM
MX_307974,XETY,640.0,18.916667,-103.883333,CL,MX,TECOMAN,1.0,AM
MX_307976,XEWM,640.0,16.7475,-92.641111,CS,MX,S.CRISTOBAL DE LAS C,1.0,AM
MX_307979,XEWM1,640.0,16.745278,-92.658611,CS,MX,S.CRISTOBAL DE LAS C,1.0,AM
MX_307982,XESRD,640.0,25.060278,-105.397,DU,MX,SANTIAGO PAPASQUIARO,10.0,AM
MX_406861,XENQ1,640.0,20.059556,-98.479694,HG,MX,TULANCINGO,50.0,AM
MX_307985,XENQ,640.0,20.088722,-98.356083,HG,MX,TULANCINGO,10.0,AM
MX_1774370,XEPANIM,640.0,19.983611,-101.761111,MI,MX,PANINDICUARO,0.6,AM
MX_307988,XEHDL,640.0,17.806944,-97.786111,OA,MX,HUAJUAPAN DE LEON,1.0,AM
MX_307993,XE,640.0,27.496417,-99.501167,TA,MX,NUEVO LAREDO,3.5,AM
MX_307990,XETAM,640.0,21.702333,-99.112861,TA,MX,CD.VICTORIA,1.0,AM
MX_307994,XE,640.0,19.654167,-96.864444,VC,MX,NAOLINCO,1.0,AM
MX_307995,XEYQ1,640.0,23.130889,-102.831889,ZA,MX,FRESNILLO,5.0,AM
0000246071,XECALZ,640.0,22.976306,-102.726111,ZA,MX,CALERA,5.0,AM
MX_1757366,XECALZ,640.0,22.950333,-102.700222,ZA,MX,CALERA,5.0,AM
CU_306211,CMLA,640.0,20.950472,-76.949361,-,CU,VICTORIA TUN,10.0,AM
GP_306213,NEW,640.0,16.233333,-61.583333,-,GP,POINTE A PIT,50.0,AM
GT_306214,TGW,640.0,14.566667,-90.583333,-,GT,VOZDEGUATEMA,50.0,AM
PM_306216,HOK 22,640.0,9.369722,-79.903333,-,PM,CPR,1.0,AM
AR_306182,LU18,640.0,-39.033333,-67.55,-,AR,GRAL ROCA,10.0,AM
AR_306183,LRA24,640.0,-53.783333,-67.75,-,AR,RIO GRANDE,25.0,AM
BL_306206,CP 157,640.0,-16.283333,-68.116667,-,BL,MILLUNI,1.0,AM
BR_306197,ZYJ590,640.0,-5.8,-35.2,-,BR,NATAL,10.0,AM
BR_306203,-,640.0,-14.616667,-57.483333,-,BR,TANGARA SERR,10.0,AM
BR_306195,ZYH458,640.0,-14.783333,-39.266667,-,BR,ITABUNA,10.0,AM
BR_306205,ZYI-240,640.0,-20.35,-40.3,-,BR,VITORIA,10.0,AM
BR_306196,ZYJ262,640.0,-23.3,-51.15,-,BR,LONDRINA,5.0,AM
BR_306199,-,640.0,-4.5,-47.45,-,BR,PEDRO 2,1.0,AM
BR_306201,ZYJ-489,640.0,-22.433333,-44.433333,-,BR,RESENDE,5.0,AM
BR_306200,ZYK-277,640.0,-30.033333,-51.2,-,BR,PORTO ALEGRE,50.0,AM
BR_306184,ZYI-418,640.0,-9.883333,-56.083333,-,BR,ALTA FLOREST,10.0,AM
BR_306198,ZYL-308,640.0,-19.866667,-44.6,-,BR,PARA DE MINA,5.0,AM
BR_306202,-,640.0,-3.1,-67.933333,-,BR,STO ANTONIO,10.0,AM
BR_306188,-,640.0,-1.466667,-48.483333,-,BR,BELEM,10.0,AM
BR_306190,ZYH-757,640.0,-16.683333,-49.266667,-,BR,GOIANIA,25.0,AM
BR_306194,-,640.0,-7.723333,-47.319167,-,BR,GOIATINS,1.0,AM
BR_306186,ZYK-547,640.0,-21.783333,-48.2,-,BR,ARARAQUARA,5.0,AM
CI_306208,CD 64,640.0,-38.716667,-72.583333,-,CI,TEMUCO,10.0,AM
CI_306207,CA 64,640.0,-20.216667,-70.183333,-,CI,IQUIQUE,1.0,AM
CO_306209,HJBJ,640.0,11.233333,-74.2,-,CO,S MARTA,10.0,AM
EC_306212,HCXY1,640.0,-0.183333,-78.5,-,EC,QUITO,100.0,AM
PA_306217,ZP 19,640.0,-25.416667,-56.1,-,PA,CORONEL OVIE,10.0,AM
PE_306218,OAZ4K,640.0,-11.983333,-76.983333,-,PE,DEL PACIFICO,10.0,AM
VE_306220,YVQO,640.0,10.083333,-64.783333,-,VE,PTO LA CRUZ,50.0,AM
CR_306210,TIQQ,640.0,9.933333,-84.066667,-,CR,S JOSE,10.0,AM
SR_306219,-,640.0,5.75,-55.166667,-,SR,PAD VAN WANI,10.0,AM
HN_306215,HRNN 4,640.0,14.1,-87.216667,-,HN,TEGUCIGALPA,1.0,AM
BL-19840202AG,KENI,650.0,61.165556,-149.828306,AK,US,ANCHORAGE,50.0,AM
0000223997,KPRP,650.0,21.445278,-158.063611,HI,US,HONOLULU,10.0,AM
BL-8315,WSM,650.0,35.997278,-86.792222,TN,US,NASHVILLE,50.0,AM
CA_305258,C650G,650.0,48.96025,-54.660444,NF,CA,GANDER,5.0,AM
BL-20040507ABN,KSTE,650.0,38.479639,-121.278278,CA,US,RANCHO CORDOVA,21.4,AM
BL-19940509AA,KDAH,650.0,47.375222,-93.01575,MN,US,NASHWAUK,10.0,AM
BL-11028,KIKK,650.0,29.688556,-95.174944,TX,US,PASADENA,0.25,AM
BL-19900814AC,KMTI,650.0,39.294139,-111.637694,UT,US,MANTI,10.0,AM
BMML-20101015ACO,KGAB,650.0,41.053028,-104.833028,WY,US,ORCHARD VALLEY,8.5,AM
CA_1758435,CISL,650.0,49.166222,-123.017694,BC,CA,RICHMOND,20.0,AM
CA_305257,NEW,650.0,45.866722,-66.649417,NB,CA,FREDERICTON,10.0,AM
CA_305259,NEW,650.0,45.385861,-73.762111,QC,CA,POINTE CLAIRE,10.0,AM
CA_305261,NEW,650.0,50.100056,-66.299389,QC,CA,SEPT-ILES,10.0,AM
CA_305260,831219,650.0,48.083306,-79.016556,QC,CA,ROUYN-NORANDA,10.0,AM
CA_1490149,C650,650.0,45.513917,-73.972972,QC,CA,MONTREAL,0.5,AM
CA_305262,CKOM,650.0,52.079222,-106.511167,SK,CA,SASKATOON,10.0,AM
CA_408846,CINT,650.0,52.079222,-106.511167,SK,CA,SASKATOON,10.0,AM
MX_1831158,XECSBK,650.0,20.753333,-105.266389,-,MX,PUERTO VALLARTA,10.0,AM
MX_307996,XE,650.0,29.555472,-104.402417,CH,MX,OJINAGA,0.5,AM
MX_307997,XEAE2,650.0,29.305778,-100.928139,CI,MX,CD.ACU\'d1A,0.5,AM
MX_1717645,XECPNA,650.0,28.70025,-100.523417,CO,MX,PIEDRAS NEGRAS,0.2,AM
MX_307998,XECHH,650.0,17.636389,-99.528889,GR,MX,ZUMPANGO DEL RIO,5.0,AM
MX_1774372,XEVILLG,650.0,20.513417,-100.995333,GT,MX,VILLAGRAN,1.0,AM
MX_1173611,XEEJ,650.0,20.611167,-105.226278,JA,MX,SAN JOSE DEL VALLE,10.0,AM
MX_1420310,XEEJ,650.0,20.770333,-105.207667,JA,MX,SAN JOSE DEL VALLE,10.0,AM
MX_308000,XEEJ,650.0,20.611167,-105.226278,JA,MX,PUERTO VALLARTA,1.5,AM
MX_406894,XEEJ1,650.0,20.611167,-105.226278,JA,MX,PUERTO VALLARTA,10.0,AM
MX_308007,XEZM,650.0,19.966944,-102.265278,MC,MX,ZAMORA,5.0,AM
MX_1829834,XECSTC,650.0,18.429167,-97.396667,MX,MX,GRANJAS COAPAN,0.5,AM
MX_1744852,XEPX,650.0,15.717222,-96.473333,OA,MX,EL VIGIA,5.0,AM
MX_308009,XEPX,650.0,15.658611,-96.500833,OA,MX,PUERTO ANGEL,1.0,AM
MX_406906,XEPX1,650.0,15.658611,-96.500833,OA,MX,PUERTO ANGEL,5.0,AM
MX_406909,XETNT1,650.0,25.815778,-109.0635,SI,MX,LOS MOCHIS,2.0,AM
MX_308010,XETNT,650.0,25.815778,-109.0635,SI,MX,LOS MOCHIS,0.5,AM
MX_1124200,XEIY,650.0,21.93175,-100.0115,SL,MX,RIO VERDE,5.0,AM
MX_1419577,XEIY,650.0,21.93175,-100.0115,SL,MX,RIO VERDE,1.0,AM
MX_1831159,XEHEEP,650.0,29.074444,-110.983333,SO,MX,HERMOSILLO,1.0,AM
MX_308012,XEVSS,650.0,29.046528,-111.010306,SO,MX,VILLA DE SERIS,2.5,AM
MX_1432738,XEVSS,650.0,29.049861,-110.966972,SO,MX,HERMOSILLO,1.7,AM
MX_1015457,XEVSS,650.0,29.076806,-110.991139,SO,MX,HERMOSILLO,2.5,AM
MX_1173650,XEZD,650.0,26.309778,-98.846139,TA,MX,CD. CAMARGO,10.0,AM
MX_1112049,XEZD,650.0,26.309778,-98.846139,TA,MX,CD. CAMARGO,10.0,AM
MX_308014,XE,650.0,27.496417,-99.501722,TA,MX,NUEVO LAREDO,0.1,AM
MX_1417054,XERI,650.0,26.071194,-98.258056,TA,MX,REYNOSA,10.0,AM
MX_308015,XEVILL,650.0,17.949167,-92.914444,TB,MX,VILLAHERMOSA,1.0,AM
MX_308017,XEVG,650.0,20.982056,-89.588889,YC,MX,MERIDA,0.25,AM
MX_495314,XEVG,650.0,20.982056,-89.588889,YC,MX,MERIDA,0.5,AM
MX_1296897,XEVG,650.0,21.048722,-89.636111,YC,MX,MERIDA,2.5,AM
CU_306238,CMFA,650.0,22.083806,-80.449611,-,CU,CIENFUEGOS,1.0,AM
CU_306239,CMJA,650.0,20.017167,-75.832583,-,CU,STGO DE CUBA,1.0,AM
DO_306240,HIAT,650.0,18.566667,-69.85,-,DO,S DOMINGO,20.0,AM
GL_306242,-,650.0,69.233583,-53.514139,-,GL,GODHAVN,5.0,AM
PM_306246,HOS 22,650.0,9.021111,-79.488889,-,PM,RADIO MIA,10.0,AM
BR_306234,ZYL-309,650.0,-16.383333,-46.9,-,BR,UNAI,5.0,AM
BR_306226,ZYH-790,650.0,-15.866667,-50.866667,-,BR,JUSSARA,1.0,AM
BR_306232,ZYI-540,650.0,-2.416667,-54.716667,-,BR,SANTAREM,10.0,AM
BR_306228,-,650.0,-4.166667,-42.9,-,BR,MIGUEL ALVES,1.0,AM
BR_306221,ZYK-508,650.0,-20.866667,-51.383333,-,BR,ANDRADINA,1.0,AM
BR_306236,-,650.0,-3.216667,-45.0,-,BR,VIANA,1.0,AM
BR_306231,-,650.0,-9.016667,-42.683333,-,BR,S RAIM NONAT,1.0,AM
BR_306233,-,650.0,-19.583333,-42.633333,-,BR,TIMOTEO,10.0,AM
BR_306227,ZYL200,650.0,-18.766667,-46.4,-,BR,LAGOA FORMOS,10.0,AM
BR_306230,-,650.0,-23.316667,-46.233333,-,BR,S ISABEL,1.0,AM
BR_306222,ZYI-672,650.0,-6.883333,-38.55,-,BR,CAJAZEIRAS,5.0,AM
BR_306223,ZYJ202,650.0,-23.033333,-50.083333,-,BR,CAMBARA,1.0,AM
BR_306235,ZYH-462,650.0,-13.366667,-39.083333,-,BR,VALENCA BA,5.0,AM
BR_306229,ZYK-524,650.0,-22.766667,-47.666667,-,BR,PIRACICABA,5.0,AM
BR_306225,ZYK-238,650.0,-27.6,-52.266667,-,BR,ERECHIM,5.0,AM
BR_306224,ZYI414,650.0,-10.833333,-55.45,-,BR,COLIDER,5.0,AM
CO_306237,HJJX,650.0,4.566667,-74.066667,-,CO,BOGOTA,10.0,AM
EC_306241,HCFD4,650.0,-1.0,-80.783333,-,EC,MANTA,5.0,AM
PA_306247,-,650.0,-22.252222,-57.918889,-,PA,VALLEMI 1,5.0,AM
PE_306248,OAX2N,650.0,-8.116667,-79.5,-,PE,ONDAS NORTE,1.0,AM
PE_306249,OAX5R,650.0,-14.083333,-75.666667,-,PE,REGIONALISTA,1.0,AM
UY_306250,CX6,650.0,-34.816667,-56.366667,-,UY,MONTEVIDEO 1,200.0,AM
VE_306251,YVLH,650.0,10.2,-67.75,-,VE,MARACAY,50.0,AM
NI_306245,YNWW,650.0,11.9,-85.933333,-,NI,RADIO SPORT,1.0,AM
HN_306243,HRLK,650.0,14.333333,-87.5,-,HN,COMAYAGUA,1.0,AM
HN_306244,HRVW,650.0,15.5,-88.033333,-,HN,S PEDRO SULA,20.0,AM
MX_406901,XEZM1,650.0,19.966944,-102.265278,MC,MX,ZAMORA,1.0,AM
0000261955,WFAN,660.0,40.859833,-73.785417,NY,US,NEW YORK,50.0,AM
BL-19790802AA,WFAN,660.0,40.859833,-73.785417,NY,US,NEW YORK,50.0,AM
BL-20200609AAC,KFAR,660.0,64.808194,-147.496583,AK,US,FAIRBANKS,10.0,AM
BL-20190228ABM,WXQW,660.0,30.597417,-87.882778,AL,US,FAIRHOPE,10.0,AM
BL-19860221AA,KTNN,660.0,35.895,-109.142028,AZ,US,WINDOW ROCK,50.0,AM
BL-20080505AER,KGSV,660.0,35.452722,-118.945361,CA,US,OILDALE,8.0,AM
BL-20140416ABR,WDYZ,660.0,28.693333,-81.348944,FL,US,ALTAMONTE SPRINGS,3.5,AM
BL-20130522AEV,WMIC,660.0,43.392806,-82.834944,MI,US,SANDUSKY,1.0,AM
BMML-20121005AGV,WBHR,660.0,45.604972,-94.139444,MN,US,SAUK RAPIDS,10.0,AM
BL-19910128AD,KEYZ,660.0,48.238917,-103.65075,ND,US,WILLISTON,5.0,AM
BL-20030224ADG,KCRO,660.0,41.313056,-96.010306,NE,US,OMAHA,1.0,AM
BL-19870911AB,WXIC,660.0,39.130611,-83.012667,OH,US,WAVERLY,1.0,AM
BL-19980609KA,KXOR,660.0,44.209833,-123.183417,OR,US,JUNCTION CITY,10.0,AM
BL-20070501AHO,WAMO,660.0,40.413139,-79.853667,PA,US,WILKINSBURG,1.4,AM
BL-20201214AAN,WESC,660.0,34.868444,-82.467917,SC,US,GREENVILLE,5.0,AM
BMML-20220317AAD,KSKY,660.0,33.040667,-96.945833,TX,US,BALCH SPRINGS,7.2,AM
BL-19861120AE,WLOY,660.0,36.9215,-81.242611,VA,US,RURAL RETREAT,0.55,AM
BL-19920205AA,KAPS,660.0,48.438444,-122.345444,WA,US,MOUNT VERNON,10.0,AM
CA_305264,CFFR,660.0,50.757556,-114.062639,AB,CA,CALGARY,50.0,AM
CA_305265,NEW,660.0,50.666556,-120.317889,BC,CA,KAMLOOPS,10.0,AM
